year,month,day,lon,lat,raintot,tmaxavg
1981,1,1,-122.433,40.5734,74.0,15.0634
1981,1,5,-119.161,35.5211,16.0,18.4718
1981,1,5,-120.952,37.5956,7.0,16.4225
1981,1,7,-122.26,38.0756,-9999.0,-9999.0
1981,1,8,-116.126,33.665,1.0,25.4155
1981,1,8,-116.207,33.6497,1.0,25.3592
1981,1,8,-119.479,35.1367,18.0,18.2113
1981,1,8,-121.276,38.2511,49.0,15.9789
1981,1,8,-121.491,38.5758,63.0,15.8169
1981,1,8,-122.921,39.0232,121.0,14.5634
1981,1,15,-116.087,33.4594,0.0,24.7113
1981,1,15,-116.354,33.735,0.0,24.0493
1981,1,15,-119.323,36.3201,27.0,16.6761
1981,1,15,-119.682,36.4294,18.0,16.2535
1981,1,22,-121.375,38.397,108.0,14.493
1981,1,22,-121.375,38.397,108.0,14.493
1981,1,22,-121.393,38.5624,121.0,14.3944
1981,1,22,-121.417,38.3801,115.0,14.5352
1981,1,22,-121.417,38.3801,115.0,14.5352
1981,1,22,-121.497,38.7288,102.0,14.3592
1981,1,29,-122.79,38.5156,239.0,15.169
1981,1,29,-122.817,38.5403,252.0,15.2606
1981,2,5,-117.854,33.6667,13.0,19.831
1981,2,5,-118.594,34.1578,25.0,19.1197
1981,2,5,-118.594,34.1578,25.0,19.1197
1981,2,11,-122.686,38.9899,259.0,12.8944
1981,2,12,-119.11,35.16,14.0,16.9014
1981,2,12,-121.979,37.7767,135.0,14.493
1981,2,18,-117.323,33.2532,37.0,20.4296
1981,2,18,-117.346,33.1739,44.0,19.7465
1981,2,19,-121.404,38.6061,198.0,13.993
1981,2,19,-121.476,38.6856,187.0,14.0352
1981,2,20,-117.207,32.9992,38.0,20.1549
1981,2,21,-121.639,38.0144,100.0,14.6056
1981,2,25,-118.096,34.0203,54.0,20.7606
1981,2,26,-121.755,36.8542,45.0,16.7676
1981,3,4,-119.483,35.8833,17.0,16.2394
1981,3,5,-120.222,36.7481,16.0,15.7676
1981,3,5,-120.445,36.8471,23.0,15.7676
1981,3,5,-120.567,36.9091,23.0,15.7254
1981,3,5,-121.725,36.8417,66.0,16.6127
1981,3,11,-122.601,39.0749,170.0,13.7535
1981,3,19,-120.088,36.773,14.0,16.4789
1981,3,19,-121.375,38.397,102.0,15.4296
1981,3,19,-121.856,37.6636,78.0,15.7958
1981,3,26,-120.141,36.3992,61.0,16.993
1981,3,26,-122.242,40.4458,274.0,16.169
1981,4,2,-117.903,33.9346,146.0,20.9718
1981,4,2,-118.025,34.1112,142.0,21.8873
1981,4,2,-118.069,34.0688,139.0,21.9718
1981,4,2,-118.069,34.0688,139.0,21.9718
1981,4,2,-118.109,33.8781,140.0,21.2606
1981,4,2,-118.192,33.9182,147.0,21.2113
1981,4,3,-120.141,36.3992,80.0,17.5352
1981,4,7,-121.967,38.8838,145.0,16.9789
1981,4,9,-118.378,34.0022,215.0,21.007
1981,4,9,-118.566,34.3819,211.0,19.0563
1981,4,9,-119.583,36.335,98.0,18.2887
1981,4,9,-119.782,36.2833,85.0,18.4507
1981,4,10,-119.026,35.3128,36.0,19.7113
1981,4,10,-119.188,34.1409,-9999.0,-9999.0
1981,4,15,-119.164,35.3464,38.0,20.3944
1981,4,15,-120.321,37.2581,111.0,19.007
1981,4,15,-120.492,37.1361,92.0,18.9718
1981,4,15,-121.547,39.0372,126.0,18.507
1981,4,15,-121.567,38.6479,134.0,18.0915
1981,4,15,-121.576,38.6275,135.0,18.0845
1981,4,15,-121.597,39.1424,129.0,18.5563
1981,4,15,-121.619,39.1494,127.0,18.5775
1981,4,15,-121.692,38.3667,131.0,18.2887
1981,4,15,-121.712,38.6101,133.0,18.0845
1981,4,15,-121.724,38.7967,119.0,18.2606
1981,4,16,-118.622,34.4311,196.0,20.2887
1981,4,16,-121.149,38.686,187.0,17.9014
1981,4,16,-121.336,38.6886,157.0,18.1408
1981,4,16,-121.383,38.4255,138.0,18.3662
1981,4,16,-121.397,38.6061,149.0,18.2183
1981,4,16,-121.491,38.5758,143.0,18.2183
1981,4,16,-121.502,38.2462,119.0,18.5423
1981,4,16,-121.555,38.4954,137.0,18.2817
1981,4,16,-121.635,38.5228,138.0,18.2535
1981,4,16,-121.677,38.5864,133.0,18.2606
1981,4,16,-121.795,38.6826,130.0,18.2394
1981,4,16,-121.795,38.6826,130.0,18.2394
1981,4,17,-121.656,39.1609,124.0,18.8803
1981,4,22,-118.489,34.1728,121.0,21.5211
1981,4,22,-118.489,34.1728,121.0,21.5211
1981,4,22,-118.801,34.1947,106.0,19.1549
1981,4,22,-118.902,34.3956,115.0,21.6549
1981,4,22,-119.135,34.4364,102.0,18.4718
1981,4,22,-121.018,37.3164,49.0,19.6761
1981,4,22,-121.283,38.6208,112.0,19.0423
1981,4,22,-121.375,38.397,81.0,19.1479
1981,4,23,-121.515,39.7869,217.0,15.2887
1981,4,23,-121.573,39.4233,111.0,19.4718
1981,4,23,-121.617,39.1404,66.0,19.5211
1981,4,23,-121.667,39.2763,79.0,19.5775
1981,4,23,-121.863,39.7758,99.0,19.4789
1981,4,23,-121.882,39.3033,64.0,19.5563
1981,4,23,-122.068,37.9439,54.0,18.993
1981,4,23,-122.089,39.8972,84.0,19.1972
1981,4,23,-122.142,37.848,63.0,17.5211
1981,4,23,-122.613,38.1169,88.0,18.4225
1981,4,24,-119.457,35.1423,33.0,19.8662
1981,4,29,-121.131,37.7361,46.0,20.1479
1981,4,29,-122.523,38.1731,132.0,19.5
1981,4,29,-122.564,38.1403,132.0,19.4014
1981,4,30,-119.024,36.1881,67.0,21.8592
1981,4,30,-121.423,37.9542,73.0,20.0634
1981,4,30,-121.497,39.0833,133.0,19.9648
1981,4,30,-121.497,39.0833,133.0,19.9648
1981,4,30,-121.754,39.1634,124.0,20.1338
1981,4,30,-121.827,37.6553,95.0,18.7324
1981,4,30,-121.913,38.0253,125.0,19.7887
1981,4,30,-122.01,39.7386,181.0,20.0704
1981,4,30,-122.29,40.4614,221.0,19.3169
1981,4,30,-122.327,40.4847,227.0,19.2394
1981,4,30,-122.328,38.0008,156.0,19.2746
1981,4,30,-122.328,38.0008,156.0,19.2746
1981,5,6,-116.207,33.6497,113.0,28.1056
1981,5,6,-119.723,36.7356,93.0,21.5704
1981,5,6,-120.462,37.6622,139.0,21.1127
1981,5,6,-121.276,38.2511,129.0,20.8521
1981,5,6,-121.382,38.4235,152.0,20.6127
1981,5,6,-121.713,38.7342,223.0,20.8028
1981,5,7,-118.3,34.0419,416.0,22.7324
1981,5,7,-118.427,33.9261,347.0,21.3169
1981,5,7,-118.633,34.2372,485.0,21.4366
1981,5,7,-119.029,35.3583,52.0,22.9366
1981,5,7,-119.333,35.5986,56.0,22.5211
1981,5,7,-120.755,37.6239,110.0,21.1268
1981,5,7,-121.081,37.5369,85.0,21.1408
1981,5,7,-121.407,38.7256,182.0,20.5704
1981,5,7,-121.567,38.6479,193.0,20.6761
1981,5,7,-121.569,38.4592,183.0,20.6901
